ident,commune,type,comptage_5m,indice_congestion_matin,indice_congestion_soir,compteur_latitude,compteur_longitude,stop_id,stop_name,distance_arret_m,lignes_tbm
Z08BE,Bordeaux,SIREDO,,,,44.8533314,-0.5547203,445,Bouthier,211.1,25;61;N4
Z08BE,Bordeaux,SIREDO,,,,44.8533314,-0.5547203,1146,Fabrique Pola,151.1,25;61;N2
Z08BE,Bordeaux,SIREDO,,,,44.8533314,-0.5547203,38,Fabrique Pola,92.9,25;61;N4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,3305,Capelle,93.2,S4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,3320,Capelle,204.2,20;35;54
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,9826,Capelle,203.0,20;35;54;N5
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,9410,Square Farge,197.5,S4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,9411,Square Farge,186.0,S4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,2591,Tandonnet,212.1,S4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,3098,Tandonnet,216.4,35;S4
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,1172,Terres Neuves,184.8,20;54;H2
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,5438,Terres Neuves,185.6,C;E;F
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,5439,Terres Neuves,186.1,C;E;F
Z26BE,Bègles,SIREDO,,0.070724,0.075247,44.8157469,-0.5486011,2280,Terres Neuves (Tram C),237.3,H1;N5
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,170,Cité SNCF,269.6,35;H2
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,13189,Pont Simone Veil (Rive Gauche),91.2,35
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,1260,Simone-Veil (Rive Gauche),97.9,H1
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,5842,Simone-Veil (Rive Gauche),88.9,H2
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,9730,Simone-Veil (Rive Gauche),175.0,1;54;Arena
Z26CE,Bordeaux,SIREDO,,,,44.8199804,-0.5430566,9731,Simone-Veil (Rive Gauche),182.2,1;54;Arena
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,170,Cité SNCF,269.2,35;H2
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,13189,Pont Simone Veil (Rive Gauche),92.7,35
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,1260,Simone-Veil (Rive Gauche),97.8,H1
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,5842,Simone-Veil (Rive Gauche),89.6,H2
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,9730,Simone-Veil (Rive Gauche),174.3,1;54;Arena
Z26CS,Bordeaux,SIREDO,,,,44.8200209,-0.5431076,9731,Simone-Veil (Rive Gauche),181.4,1;54;Arena
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5228,François Mitterrand,259.0,A;F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5229,François Mitterrand,266.0,A;F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,15033,Mitterrand,276.3,Bus F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,15034,Mitterrand,226.1,Bus F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5230,Peychotte,201.5,A;F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5231,Peychotte,195.1,A;F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5284,Peychotte,158.4,78
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,5815,Peychotte,129.3,Bus F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,9128,Peychotte,220.3,74;Bus F
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,9507,Riaud,214.3,S33;S37
Z09AS,Mérignac,SIREDO,,,,44.8264724,-0.6174092,9508,Riaud,218.3,S33;S37
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,9805,Gare de Talence Médoquine,195.1,73;8;80
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,9806,Gare de Talence Médoquine,179.5,73;8;80
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,1361,Place Mozart,195.1,73;8;80
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,2432,Place Mozart,196.3,73;8;80
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,187,Réservoir Lavardens,277.7,4
Z10AS,Talence,SIREDO,,0.078824,0.110354,44.816376,-0.6006425,693,Réservoir Lavardens,282.7,4
Z10BE,Bordeaux,SIREDO,,0.064738,0.091820,44.8222163,-0.606054,13226,Campus Carreire,237.2,55
Z10BE,Bordeaux,SIREDO,,0.064738,0.091820,44.8222163,-0.606054,8201,Campus Carreire,13.1,24;73
Z10BE,Bordeaux,SIREDO,,0.064738,0.091820,44.8222163,-0.606054,8202,Campus Carreire,3.3,24;73
Z10BE,Bordeaux,SIREDO,,0.064738,0.091820,44.8222163,-0.606054,2686,Guilbaud,93.5,S39
Z10BE,Bordeaux,SIREDO,,0.064738,0.091820,44.8222163,-0.606054,2688,Guilbaud,139.6,S39
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,1153,Pape Clément (Place Sellier),294.2,24;30;77;78;S38
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,2736,Pape Clément (Place Sellier),234.1,24;30;77;78;S38
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,2735,Pont de l'Orient,131.4,24;34;78
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,2737,Pont de l'Orient,148.5,30
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,2757,Pont de l'Orient,166.9,30
Z16BS,Pessac,SIREDO,,0.077717,0.076427,44.8054635,-0.6504536,5263,Pont de l'Orient,150.4,24;34;78
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,2812,AFPA Pessac,289.2,34
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,326,AFPA Pessac,296.7,34
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,2774,Bellevue,263.8,74
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,2851,Bellevue,230.8,74
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,7431,Chataigneraie,118.3,B
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,7432,Chataigneraie,126.2,B
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,2514,Châtaigneraie,136.6,34;74
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,2615,Châtaigneraie,106.4,34;74
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,9286,Châtaigneraie,110.0,55
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,9287,Châtaigneraie,145.7,55
Z16CS,Pessac,SIREDO,,0.083218,0.074320,44.7924126,-0.6479102,9435,Collège F. Mitterrand,232.0,S40
Z16DS,Pessac,SIREDO,,,,44.7891491,-0.6352927,6991,Acacias,149.5,77
Z16DS,Pessac,SIREDO,,,,44.7891491,-0.6352927,9220,Acacias,126.5,77
Z16DS,Pessac,SIREDO,,,,44.7891491,-0.6352927,2807,Les Tulipes,27.2,34;77
Z16DS,Pessac,SIREDO,,,,44.7891491,-0.6352927,920,Les Tulipes,61.8,34;77
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,1131,France Alouette,30.6,4
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,2783,France Alouette,162.0,4
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,2871,France Alouette,170.7,39;77
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,2881,France Alouette,128.6,39;77
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,7440,France Alouette,137.2,B
Z27CT2,Pessac,BOUCLE,23,0.088126,0.089518,44.7996042,-0.662058,2765,Xavier Arnozan,248.2,4
Z15CT15,Bordeaux,BOUCLE,,,,44.8506685,-0.5786026,837,Longchamps,205.8,23;82
Z15CT15,Bordeaux,BOUCLE,,,,44.8506685,-0.5786026,1649,Rue d'Aviau,124.2,23
Z15CT15,Bordeaux,BOUCLE,,,,44.8506685,-0.5786026,7726,Saint-Maur,138.4,82
Z14CT22,Bordeaux,BOUCLE,42,0.082866,0.071143,44.856487,-0.5497848,212,Lajaunie,194.3,25;27;53;61;7;H2
Z14CT22,Bordeaux,BOUCLE,42,0.082866,0.071143,44.856487,-0.5497848,702,Lajaunie,173.3,25;27;53;61;7;H1;N7
Z14CT22,Bordeaux,BOUCLE,42,0.082866,0.071143,44.856487,-0.5497848,1451,Quai de Brazza,117.3,25;61;N2
Z14CT22,Bordeaux,BOUCLE,42,0.082866,0.071143,44.856487,-0.5497848,387,Quai de Brazza,83.2,25;61;N4
Z14CT23,Bordeaux,BOUCLE,36,0.069695,0.075480,44.8555637,-0.5502598,1146,Fabrique Pola,279.4,25;61;N2
Z14CT23,Bordeaux,BOUCLE,36,0.069695,0.075480,44.8555637,-0.5502598,212,Lajaunie,280.9,25;27;53;61;7;H2
Z14CT23,Bordeaux,BOUCLE,36,0.069695,0.075480,44.8555637,-0.5502598,702,Lajaunie,254.9,25;27;53;61;7;H1;N7
Z14CT23,Bordeaux,BOUCLE,36,0.069695,0.075480,44.8555637,-0.5502598,1451,Quai de Brazza,8.6,25;61;N2
Z14CT23,Bordeaux,BOUCLE,36,0.069695,0.075480,44.8555637,-0.5502598,387,Quai de Brazza,28.2,25;61;N4
Z14CT24,Bordeaux,BOUCLE,38,0.084301,0.065609,44.8577564,-0.5465688,212,Lajaunie,98.7,25;27;53;61;7;H2
Z14CT24,Bordeaux,BOUCLE,38,0.084301,0.065609,44.8577564,-0.5465688,702,Lajaunie,125.6,25;27;53;61;7;H1;N7
Z6CT20,Bordeaux,BOUCLE,,,,44.8421526,-0.6032137,2342,Cité Administrative,293.7,70;9;H2;N3
Z6CT20,Bordeaux,BOUCLE,,,,44.8421526,-0.6032137,2420,Cité administrative,234.4,16
Z6CT20,Bordeaux,BOUCLE,,,,44.8421526,-0.6032137,2095,Moulin Rouge,247.6,1;16
Z6CT20,Bordeaux,BOUCLE,,,,44.8421526,-0.6032137,5380,Moulin Rouge,283.4,73
Z6CT20,Bordeaux,BOUCLE,,,,44.8421526,-0.6032137,2419,Stade Bel Air,265.1,16
Z7CT15,Mérignac,BOUCLE,39,0.080710,0.083953,44.84784,-0.6593093,6435,Tassigny,8.4,34
Z7CT15,Mérignac,BOUCLE,39,0.080710,0.083953,44.84784,-0.6593093,6436,Tassigny,52.6,34
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,7331,Hôtel de Ville Mérignac,287.0,A
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,7332,Hôtel de Ville Mérignac,292.0,A
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,2457,Mairie de Mérignac,90.6,Bus F
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,2465,Mairie de Mérignac,104.3,Bus F
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,6435,Tassigny,239.6,34
Z7CT16,Mérignac,BOUCLE,22,0.076547,0.075568,44.8465713,-0.6568152,6436,Tassigny,189.6,34
Z26CT8,Bègles,BOUCLE,11,0.072862,0.102094,44.7993814,-0.5512679,3194,Gare de Bègles,151.7,15;23;35
Z26CT8,Bègles,BOUCLE,11,0.072862,0.102094,44.7993814,-0.5512679,3203,Gare de Bègles,155.5,15;23;35
Z26CT8,Bègles,BOUCLE,11,0.072862,0.102094,44.7993814,-0.5512679,7397,Gare de bègles,141.3,C;E;F
Z26CT8,Bègles,BOUCLE,11,0.072862,0.102094,44.7993814,-0.5512679,7398,Gare de bègles,137.7,C;E;F
Z13CT21,Bordeaux,BOUCLE,23,0.072325,0.077599,44.8501421,-0.5816531,8672,Croix de Seguey,268.9,23;82
Z13CT21,Bordeaux,BOUCLE,23,0.072325,0.077599,44.8501421,-0.5816531,837,Longchamps,41.7,23;82
Z13CT21,Bordeaux,BOUCLE,23,0.072325,0.077599,44.8501421,-0.5816531,9750,Longchamps,62.2,82
Z13CT21,Bordeaux,BOUCLE,23,0.072325,0.077599,44.8501421,-0.5816531,1803,Palais Gallien,263.5,82
Z30FSN,Mérignac,SIREDO,,0.084334,0.067788,44.8307638,-0.6888185,7051,Bellonte,252.3,S36
Z30FSN,Mérignac,SIREDO,,0.084334,0.067788,44.8307638,-0.6888185,763,Roland Garros,186.8,33
Z30FSN,Mérignac,SIREDO,,0.084334,0.067788,44.8307638,-0.6888185,8645,Roland Garros,229.6,39
Z30FSN,Mérignac,SIREDO,,0.084334,0.067788,44.8307638,-0.6888185,8646,Roland Garros,133.4,39
Z30FSN,Mérignac,SIREDO,,0.084334,0.067788,44.8307638,-0.6888185,992,Roland Garros,194.0,33
Z30FNS,Mérignac,SIREDO,,0.060003,0.095912,44.8307186,-0.6888973,7051,Bellonte,245.8,S36
Z30FNS,Mérignac,SIREDO,,0.060003,0.095912,44.8307186,-0.6888973,763,Roland Garros,187.4,33
Z30FNS,Mérignac,SIREDO,,0.060003,0.095912,44.8307186,-0.6888973,8645,Roland Garros,228.3,39
Z30FNS,Mérignac,SIREDO,,0.060003,0.095912,44.8307186,-0.6888973,8646,Roland Garros,132.4,39
Z30FNS,Mérignac,SIREDO,,0.060003,0.095912,44.8307186,-0.6888973,992,Roland Garros,194.9,33
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,8181,Croix Blanche,170.5,82
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,9187,Croix Blanche,192.3,2;G
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,9188,Croix Blanche,134.5,2;G;N3
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,696,Lachassaigne,282.2,16
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,1829,Lycée Camille Jullian,232.5,82
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,9189,Lycée Camille Jullian,208.9,2;82;G
Z13CT16,Bordeaux,BOUCLE,,0.087963,0.077778,44.8449704,-0.5914831,9190,Lycée Camille Jullian,189.7,2;G;N3
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,4429,Blanqui,255.4,75
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,8232,Blanqui,260.7,75
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,5532,Brandenburg,136.0,B
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,5533,Brandenburg,139.7,B
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,5610,Brandenburg,158.3,9
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,9711,Brandenburg,185.4,75;76
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,9712,Brandenburg,103.9,32
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,5534,Claveau,267.7,B
Z25CT22,Bordeaux,BOUCLE,15,0.039427,0.065950,44.875652,-0.545142,5535,Claveau,264.1,B
Z22CT7,Lormont,BOUCLE,31,0.059048,0.074921,44.8686299,-0.5127086,9728,4 Pavillons,204.9,54
Z22CT7,Lormont,BOUCLE,31,0.059048,0.074921,44.8686299,-0.5127086,9729,4 Pavillons,191.3,54
Z22CT7,Lormont,BOUCLE,31,0.059048,0.074921,44.8686299,-0.5127086,6425,Hautefort,193.0,32;S27;S28;S30
Z22CT7,Lormont,BOUCLE,31,0.059048,0.074921,44.8686299,-0.5127086,6426,Hautefort,183.3,32;S27;S28;S30
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7272,Les Pins,183.1,16;34
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7301,Les Pins,44.8,Bus F
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7335,Les Pins,18.5,A
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7336,Les Pins,14.3,A
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7403,Les Pins (arrêt de descente),93.6,16;34
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7302,Les Pins (av Magudas),46.8,71
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7303,Les Pins (av Magudas),58.5,71;Bus F
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,1866,Moussard,203.3,71
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,5316,Moussard,201.3,71
Z24CT7,Mérignac,BOUCLE,4,0.037238,0.113160,44.8568776,-0.6596163,7271,Vercors,241.8,16;34
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7272,Les Pins,204.9,16;34
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7301,Les Pins,95.5,Bus F
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7335,Les Pins,90.4,A
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7336,Les Pins,92.0,A
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7403,Les Pins (arrêt de descente),128.2,16;34
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7302,Les Pins (av Magudas),71.2,71
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7303,Les Pins (av Magudas),33.8,71;Bus F
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,1866,Moussard,136.8,71
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,5316,Moussard,137.1,71
Z24CT9,Mérignac,BOUCLE,93,0.076245,0.057988,44.8572262,-0.6587488,7271,Vercors,218.9,16;34
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7301,Les Pins,211.9,Bus F
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7335,Les Pins,156.6,A
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7336,Les Pins,163.9,A
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7403,Les Pins (arrêt de descente),256.4,16;34
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7302,Les Pins (av Magudas),154.8,71
Z24CT8,Eysines,BOUCLE,84,0.080628,0.067842,44.8576594,-0.6615434,7303,Les Pins (av Magudas),191.7,71;Bus F
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,2641,Croustet,53.0,20
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,3315,Croustet,88.4,20
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,2499,Lycée Daguin,191.6,26
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,5624,Lycée Daguin,170.8,26
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,5690,Lycée Daguin,290.9,1;30;33;S53;S56;S64
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,3347,Lycées de Mérignac,279.5,20;26;30;33;35;Bus F
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,5240,Lycées de Mérignac,279.7,A
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,5241,Lycées de Mérignac,285.6,A
Z30CT20,Mérignac,BOUCLE,19,0.043261,0.124779,44.8374847,-0.6469026,830,Lycées de Mérignac,297.4,20;26;30;33;35;Bus F
Z30CT15,Mérignac,BOUCLE,3,0.058570,0.093023,44.8324738,-0.6417697,15028,Mendes France,277.3,Bus F
Z30CT15,Mérignac,BOUCLE,3,0.058570,0.093023,44.8324738,-0.6417697,5236,Pierre Mendès France,297.3,A;F
Z30CT15,Mérignac,BOUCLE,3,0.058570,0.093023,44.8324738,-0.6417697,15025,Quatre Chemins,234.7,Bus F
Z30CT15,Mérignac,BOUCLE,3,0.058570,0.093023,44.8324738,-0.6417697,5238,Quatre Chemins,250.7,A;F
Z30CT15,Mérignac,BOUCLE,3,0.058570,0.093023,44.8324738,-0.6417697,5239,Quatre Chemins,244.3,A;F
Z30CT9,Mérignac,BOUCLE,28,0.088242,0.067064,44.8327717,-0.6414768,15028,Mendes France,294.5,Bus F
Z30CT9,Mérignac,BOUCLE,28,0.088242,0.067064,44.8327717,-0.6414768,15025,Quatre Chemins,259.3,Bus F
Z30CT9,Mérignac,BOUCLE,28,0.088242,0.067064,44.8327717,-0.6414768,5238,Quatre Chemins,273.8,A;F
Z30CT9,Mérignac,BOUCLE,28,0.088242,0.067064,44.8327717,-0.6414768,5239,Quatre Chemins,267.9,A;F
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,9519,Frères Lumière,291.0,S33
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,9520,Frères Lumière,284.1,S33
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,4474,Parc de Luchey,10.8,35
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,4475,Parc de Luchey,116.1,35
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,9517,Émile Roux,81.2,S33
Z30CT14,Mérignac,BOUCLE,0,0.075911,0.078242,44.8254007,-0.637387,9518,Émile Roux,82.9,S33
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,334,Glen Ellyn,258.3,33
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,418,Glen Ellyn,256.1,33
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,2920,Les Ecus,167.9,33
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,2921,Les Ecus,181.3,33
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,8341,Les Ecus,190.0,D
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,8342,Les Ecus,233.9,D
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,1925,Mairie du Bouscat,248.0,82
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,2004,Mairie du Bouscat,258.5,82
Z21CT5,Le Bouscat,BOUCLE,,,,44.8676326,-0.6072971,8332,Mairie du Bouscat,278.4,D
Z21CT1,Le Bouscat,BOUCLE,17,0.079520,0.091945,44.8575471,-0.5975564,8327,Courbet,118.7,D
Z21CT1,Le Bouscat,BOUCLE,17,0.079520,0.091945,44.8575471,-0.5975564,8328,Courbet,75.3,D
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5400,Emile Counord,262.2,C;E
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5401,Emile Counord,267.3,C;E
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5957,Frères Portmann,134.8,82
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5958,Frères Portmann,110.1,82
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5402,Grand Parc,145.6,C;E
Z15CT11,Bordeaux,BOUCLE,13,0.070270,0.092793,44.8610285,-0.5750774,5403,Grand Parc,139.0,C;E
Z15CT17,Bordeaux,BOUCLE,,,,44.8551672,-0.5833673,7727,Catros,205.1,82
Z15CT17,Bordeaux,BOUCLE,,,,44.8551672,-0.5833673,384,Parc Rivière,150.6,82
Z15CT17,Bordeaux,BOUCLE,,,,44.8551672,-0.5833673,8258,Parc Rivière,121.5,82
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,3173,Camille Godard,255.7,15
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,3177,Camille Godard,258.3,15
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,5398,Camille Godard,214.8,C;E
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,5399,Camille Godard,208.0,C;E
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,459,Martinique,230.3,15
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,1971,Paul Doumer,100.2,15;5;N7
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,2442,Paul Doumer,104.9,15;5;N5
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,5396,Paul Doumer,91.0,C;E
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,5397,Paul Doumer,98.9,C;E
Z15CT6,Bordeaux,BOUCLE,0,0.067701,0.080395,44.8527806,-0.5742126,917,Picard,281.9,15;5;N5
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,1971,Paul Doumer,201.7,15;5;N7
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,2442,Paul Doumer,182.2,15;5;N5
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,5396,Paul Doumer,167.0,C;E
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,5397,Paul Doumer,162.2,C;E
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,1649,Rue d'Aviau,155.9,23
Z15CT10,Bordeaux,BOUCLE,,,,44.8513379,-0.5760157,7726,Saint-Maur,211.6,82
Z15CT3,Bordeaux,BOUCLE,36,0.064922,0.060908,44.8537214,-0.5726344,3173,Camille Godard,199.0,15
