ident,commune,type,comptage_5m,indice_congestion_matin,indice_congestion_soir,compteur_latitude,compteur_longitude,stop_id,stop_name,distance_arret_m,lignes_tbm
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,3612,Dubedout,22.1,28;S1;S2;S3
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,5217,Floirac Dravemont,171.1,A;E
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,5220,Floirac Dravemont,182.4,32
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,5226,Floirac Dravemont,174.0,1;28;54;65
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,6330,Floirac Dravemont,190.3,Bus A
Z29CT10,Floirac,BOUCLE,0,0.058537,0.096829,44.8469571,-0.5119886,1601,Floirac Dravemont (av Allende),157.0,1;28;32;54;65;Bus A
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,7802,Médiathèque,279.9,23;31;TBNight
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,7801,Médiathèque (côté Château Margaut),270.1,23;31;TBNight
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,9301,Noailles,252.8,73
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,9302,Noailles,263.1,73
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,371,Peixotto,268.7,31;34;TBNight
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,3741,Peixotto,208.8,B
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,3742,Peixotto,212.3,B
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,3551,Peixotto (côté Mairie),66.6,23
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,4112,Peixotto (côté Université),66.9,23
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,3819,Peixotto (Tram B),253.9,34
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,8791,Peixotto (Tram B),280.4,31;TBNight
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,9300,Talence Centre-Forum,194.2,73
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,9304,Talence Centre-Forum,180.9,73
Z17CT2,Talence,BOUCLE,32,0.070360,0.083262,44.8089344,-0.591438,1637,Talence Centre-Forum (côté Esplanade),271.2,23
Z17CT6,Talence,BOUCLE,29,0.055125,0.078217,44.8020646,-0.5936051,1671,Avenue de l'Université,119.3,31;34;35;8;87;TBNight
Z17CT6,Talence,BOUCLE,29,0.055125,0.078217,44.8020646,-0.5936051,2633,Avenue de l'Université,128.4,31;34;35;8;87;TBNight
Z17CT6,Talence,BOUCLE,29,0.055125,0.078217,44.8020646,-0.5936051,1633,Lycée Kastler,283.4,35;8;87;TBNight
Z17CT6,Talence,BOUCLE,29,0.055125,0.078217,44.8020646,-0.5936051,1614,Lycée Victor Louis,96.0,31;34;TBNight
Z17CT6,Talence,BOUCLE,29,0.055125,0.078217,44.8020646,-0.5936051,1634,Lycée Victor Louis,101.3,31;34;TBNight
Z1704CT5,Talence,BOUCLE,11,,,44.8096568,-0.6001923,6751,INRIA,100.6,73;8;80
Z1704CT5,Talence,BOUCLE,11,,,44.8096568,-0.6001923,6752,INRIA,61.1,73;8;80
Z1704CT5,Talence,BOUCLE,11,,,44.8096568,-0.6001923,3508,Pelletan,296.0,73;8;80
Z1704CT5,Talence,BOUCLE,11,,,44.8096568,-0.6001923,3509,Pelletan,254.4,73;8;80
Z1704CT7,Talence,BOUCLE,11,,,44.8085358,-0.6002659,6751,INRIA,24.2,73;8;80
Z1704CT7,Talence,BOUCLE,11,,,44.8085358,-0.6002659,6752,INRIA,64.1,73;8;80
Z1704CT7,Talence,BOUCLE,11,,,44.8085358,-0.6002659,2528,Village 1,274.3,35;80;87;TBNight
Z1704CT7,Talence,BOUCLE,11,,,44.8085358,-0.6002659,3294,Village 1,281.5,35;80;87;TBNight
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,3737,Arts & Métiers,213.8,B
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,3738,Arts & Métiers,211.3,B
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,6751,INRIA,218.0,73;8;80
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,6752,INRIA,235.4,73;8;80
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,2528,Village 1,69.9,35;80;87;TBNight
Z1704CT4,Talence,BOUCLE,48,,,44.8078809,-0.6027209,3294,Village 1,82.9,35;80;87;TBNight
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,5260,La Cité du Vin,26.2,B
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,5261,La Cité du Vin,29.8,B
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,6433,La Cité du Vin,30.4,25
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,6825,La Cité du Vin,68.5,27;53;7;H1;H2;N1;N2
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,6827,La Cité du Vin,59.8,25;27;53;7;H1;N4;N7
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,6835,La Cité du Vin,218.6,N3;N5;N6;TBNight
Z14CT18,Bordeaux,BOUCLE,0,0.075991,0.065509,44.8605133,-0.5533759,6836,La Cité du Vin,212.9,H1;N1;TBNight
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,6835,La Cité du Vin,142.6,N3;N5;N6;TBNight
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,6836,La Cité du Vin,149.4,H1;N1;TBNight
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,5258,Les Hangars,158.2,B
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,5259,Les Hangars,150.7,B
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,6837,Les Hangars,211.7,N3;N5;N6;TBNight
Z14CT13,Bordeaux,BOUCLE,8,0.070727,0.061618,44.8586404,-0.5571163,6838,Les Hangars,213.6,N1;TBNight
Z14CT14,Bordeaux,BOUCLE,36,0.064591,0.067198,44.8574056,-0.5597276,8584,Cours du Médoc,285.0,N3;N5;N6;TBNight
Z14CT14,Bordeaux,BOUCLE,36,0.064591,0.067198,44.8574056,-0.5597276,5258,Les Hangars,90.7,B
Z14CT14,Bordeaux,BOUCLE,36,0.064591,0.067198,44.8574056,-0.5597276,5259,Les Hangars,97.6,B
Z14CT14,Bordeaux,BOUCLE,36,0.064591,0.067198,44.8574056,-0.5597276,6837,Les Hangars,36.1,N3;N5;N6;TBNight
Z14CT14,Bordeaux,BOUCLE,36,0.064591,0.067198,44.8574056,-0.5597276,6838,Les Hangars,33.9,N1;TBNight
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,6375,AIA,259.5,25;28
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,6393,AIA,192.7,25;28
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,1721,Arena,256.7,28
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,2292,Arena,247.4,28
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,8042,Arena,265.5,25
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,9720,Arena,276.3,Arena
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,9732,Arena,201.5,1;54;H2
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,9733,Arena,210.6,54;Arena
Z5CT3,Floirac,BOUCLE,41,,,44.8256971,-0.5361886,9791,Arena,239.4,1;H1
Z3CT14,Bordeaux,BOUCLE,10,0.067102,0.127078,44.8291587,-0.5805392,455,Amédée Larrieu,127.6,20;4
Z3CT14,Bordeaux,BOUCLE,10,0.067102,0.127078,44.8291587,-0.5805392,9109,Bergonié (rue St Genès),287.4,N4
Z3CT14,Bordeaux,BOUCLE,10,0.067102,0.127078,44.8291587,-0.5805392,2744,Costedoat,289.7,20;4;N4
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,823,Bourse du Travail,286.5,1;15;20;23;5;G;N5;N6
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,2744,Costedoat,265.8,20;4;N4
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3751,Saint-Nicolas,271.3,B
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3752,Saint-Nicolas,273.0,B
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3549,Victoire,83.8,1;15;20;23;5;G;N1;N4;N7
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3753,Victoire,141.2,B
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3754,Victoire,142.4,B
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3801,Victoire,89.0,1;20;G;N2
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,9722,Victoire,59.2,15;23;5;N5;N6
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3501,Victoire (Somme),260.0,5;TBNight
Z3CT12,Bordeaux,BOUCLE,7,,,44.8313496,-0.574828,3546,Victoire (Somme),265.5,5;TBNight
Z3CT16,Bordeaux,BOUCLE,6,0.059547,0.059355,44.8289612,-0.5641726,9198,Capucins,298.3,1;20;G;N1;N4;N7;TBNight
Z3CT16,Bordeaux,BOUCLE,6,0.059547,0.059355,44.8289612,-0.5641726,9199,Lycée Gustave Eiffel,87.0,1;20;G;N2;N5;N6;TBNight
Z3CT16,Bordeaux,BOUCLE,6,0.059547,0.059355,44.8289612,-0.5641726,9200,Lycée Gustave Eiffel,70.4,1;20;G;N1;N4;N7;TBNight
Z3CT16,Bordeaux,BOUCLE,6,0.059547,0.059355,44.8289612,-0.5641726,420,Peyronnet,282.6,9
Z11CT15,Talence,BOUCLE,22,0.086084,0.078749,44.8172041,-0.5856086,3745,Roustaing,29.4,B
Z11CT15,Talence,BOUCLE,22,0.086084,0.078749,44.8172041,-0.5856086,3746,Roustaing,29.2,B
Z11CT8,Talence,BOUCLE,19,0.075064,0.086018,44.8200844,-0.5837542,3747,Barrière Saint-Genès,90.6,B
Z11CT8,Talence,BOUCLE,19,0.075064,0.086018,44.8200844,-0.5837542,3748,Barrière Saint-Genès,190.3,B
Z11CT8,Talence,BOUCLE,19,0.075064,0.086018,44.8200844,-0.5837542,4057,Barrière Saint-Genès,152.7,9;H1
Z11CT8,Talence,BOUCLE,19,0.075064,0.086018,44.8200844,-0.5837542,4154,Barrière Saint-Genès,153.2,9;H2
Z11CT8,Talence,BOUCLE,19,0.075064,0.086018,44.8200844,-0.5837542,9108,Barrière Saint-Genès (rue Saint-Genès),178.2,N4
Z11CT17,Bordeaux,BOUCLE,13,0.077387,0.078896,44.8231915,-0.580008,3748,Barrière Saint-Genès,270.3,B
Z11CT17,Bordeaux,BOUCLE,13,0.077387,0.078896,44.8231915,-0.580008,9108,Barrière Saint-Genès (rue Saint-Genès),287.1,N4
Z11CT17,Bordeaux,BOUCLE,13,0.077387,0.078896,44.8231915,-0.580008,3749,Bergonié,248.6,B
Z11CT17,Bordeaux,BOUCLE,13,0.077387,0.078896,44.8231915,-0.580008,3750,Bergonié,244.9,B
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,2349,Barrière de Toulouse,297.4,23;5;9;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,9810,Barrière de Toulouse,244.9,31;9;H1;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,2348,Boulevard Roosevelt,131.3,31;9;H2;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,1288,Brun,268.1,23;5;9;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,421,Brun,254.9,23;5;9;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,3217,Pont de Cauderès,75.3,31;TBNight
Z11CT13,Bordeaux,BOUCLE,0,0.075315,0.080999,44.8170151,-0.5754863,3218,Pont de Cauderès,92.8,31;TBNight
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,1263,Dauphine,166.9,2
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,3170,Dauphine,216.5,2
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,1808,Grand-Lebrun,116.2,2
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,2975,Grand-Lebrun,109.2,G
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,2976,Grand-Lebrun,110.7,2
Z20CT7,Bordeaux,BOUCLE,,,,44.8511801,-0.6084408,9083,Grand-Lebrun,109.8,G
Z20CT3,Bordeaux,BOUCLE,37,0.075889,0.089501,44.8565557,-0.6183162,9179,Collège Saint-André,262.4,G
Z20CT3,Bordeaux,BOUCLE,37,0.075889,0.089501,44.8565557,-0.6183162,9180,Collège Saint-André,235.1,G
Z20CT5,Bordeaux,BOUCLE,21,0.081897,0.085544,44.8564947,-0.6182439,9179,Collège Saint-André,254.3,G
Z20CT5,Bordeaux,BOUCLE,21,0.081897,0.085544,44.8564947,-0.6182439,9180,Collège Saint-André,227.2,G
Z23CT1,Bruges,BOUCLE,,,,44.8711584,-0.6138311,813,Renaudel,250.4,33
Z23CT1,Bruges,BOUCLE,,,,44.8711584,-0.6138311,1754,Sainte-Germaine,84.3,33
Z23CT1,Bruges,BOUCLE,,,,44.8711584,-0.6138311,8151,Sainte-Germaine,72.7,33
Z23CT1,Bruges,BOUCLE,,,,44.8711584,-0.6138311,8343,Sainte-Germaine,42.4,D
Z23CT1,Bruges,BOUCLE,,,,44.8711584,-0.6138311,8344,Sainte-Germaine,86.8,D
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,2929,Centre Commercial Bruges,199.0,35;72
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,2930,Centre Commercial Bruges,205.8,35;72
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,1764,Champ de Courses - Treulon,61.5,35;72
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,8345,Champ de Courses - Treulon,56.2,D
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,8346,Champ de Courses - Treulon,97.2,D
Z23CT12,Le Bouscat,BOUCLE,41,0.053184,0.077092,44.8759231,-0.6209694,8731,Champ de Courses - Treulon,74.4,35;72
Z23CT2,Bruges,BOUCLE,63,,,44.8771473,-0.6226705,1764,Champ de Courses - Treulon,130.8,35;72
Z23CT2,Bruges,BOUCLE,63,,,44.8771473,-0.6226705,8345,Champ de Courses - Treulon,135.2,D
Z23CT2,Bruges,BOUCLE,63,,,44.8771473,-0.6226705,8346,Champ de Courses - Treulon,93.9,D
Z23CT2,Bruges,BOUCLE,63,,,44.8771473,-0.6226705,8731,Champ de Courses - Treulon,116.9,35;72
Z23CT7,Eysines,BOUCLE,67,0.048616,0.083711,44.8779626,-0.6239892,1764,Champ de Courses - Treulon,267.9,35;72
Z23CT7,Eysines,BOUCLE,67,0.048616,0.083711,44.8779626,-0.6239892,8345,Champ de Courses - Treulon,272.6,D
Z23CT7,Eysines,BOUCLE,67,0.048616,0.083711,44.8779626,-0.6239892,8346,Champ de Courses - Treulon,231.5,D
Z23CT7,Eysines,BOUCLE,67,0.048616,0.083711,44.8779626,-0.6239892,8731,Champ de Courses - Treulon,254.8,35;72
Z23CT10,Eysines,BOUCLE,54,0.077115,0.069848,44.8830529,-0.6315623,6349,Baudon,164.0,70
Z23CT10,Eysines,BOUCLE,54,0.077115,0.069848,44.8830529,-0.6315623,2954,Le Vigean (Centre Commercial),47.6,70;72
Z23CT10,Eysines,BOUCLE,54,0.077115,0.069848,44.8830529,-0.6315623,2955,Le Vigean (Centre Commercial),6.5,70;72
Z23CT10,Eysines,BOUCLE,54,0.077115,0.069848,44.8830529,-0.6315623,6344,Les Templiers,287.7,70
Z23CT11,Eysines,BOUCLE,68,0.059151,0.070368,44.8832834,-0.6319957,6349,Baudon,194.7,70
Z23CT11,Eysines,BOUCLE,68,0.059151,0.070368,44.8832834,-0.6319957,2954,Le Vigean (Centre Commercial),90.2,70;72
Z23CT11,Eysines,BOUCLE,68,0.059151,0.070368,44.8832834,-0.6319957,2955,Le Vigean (Centre Commercial),48.3,70;72
Z23CT11,Eysines,BOUCLE,68,0.059151,0.070368,44.8832834,-0.6319957,2956,Route de Pauillac,261.6,38;70;72
Z23CT11,Eysines,BOUCLE,68,0.059151,0.070368,44.8832834,-0.6319957,2957,Route de Pauillac,283.5,38;70;72
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,8325,Barrière du Médoc,290.5,D
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,8326,Barrière du Médoc,296.6,D
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,3869,Barrière du Médoc (av d'Eysines),219.7,23
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,7951,Barrière du Médoc (av d'Eysines),213.8,23
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,2329,Parc Bordelais (Boulevards),83.2,70;9;H1
Z13CT5,Bordeaux,BOUCLE,172,0.057951,0.059418,44.8513904,-0.5952205,9815,Parc Bordelais (Boulevards),39.4,70;9;H2
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,8325,Barrière du Médoc,126.5,D
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,8326,Barrière du Médoc,120.6,D
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,3869,Barrière du Médoc (av d'Eysines),74.2,23
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,7951,Barrière du Médoc (av d'Eysines),50.6,23
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,2330,Barrière du Médoc (Boulevards),229.1,70;9;H1
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,8991,Barrière du Médoc (Boulevards),172.5,70;9;H2;N2
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,2642,Barrière du Médoc (rue Johnston),167.2,23
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,1228,Ernest Renan,235.6,23
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,691,Parc Bordelais,249.1,23
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,2329,Parc Bordelais (Boulevards),96.6,70;9;H1
Z13CT3,Bordeaux,BOUCLE,54,0.062336,0.058755,44.8528491,-0.5942512,9815,Parc Bordelais (Boulevards),141.3,70;9;H2
Z13CT4,Bordeaux,BOUCLE,65,0.060541,0.059179,44.844647,-0.5989737,9185,Barrière Saint-Médard,232.8,2;G
Z13CT4,Bordeaux,BOUCLE,65,0.060541,0.059179,44.844647,-0.5989737,641,Cité Administrative,193.3,70;9;H1
Z13CT12,Bordeaux,BOUCLE,28,0.086139,0.067333,44.8478334,-0.6020558,9183,Ecole Normale,53.6,2;G
Z13CT12,Bordeaux,BOUCLE,28,0.086139,0.067333,44.8478334,-0.6020558,9184,Parc Bordelais,212.3,2;G
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,5946,Arsenal,293.7,82
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,8325,Barrière du Médoc,235.5,D
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,8326,Barrière du Médoc,277.8,D
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,2642,Barrière du Médoc (rue Johnston),191.9,23
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,1228,Ernest Renan,59.0,23
Z13CT14,Bordeaux,BOUCLE,28,0.062152,0.059369,44.8518257,-0.5908057,1653,Labottière,100.6,23;82
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,5946,Arsenal,187.3,82
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,8325,Barrière du Médoc,251.3,D
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,8326,Barrière du Médoc,290.9,D
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,2642,Barrière du Médoc (rue Johnston),199.4,23
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,1228,Ernest Renan,137.4,23
Z13CT9,Bordeaux,BOUCLE,0,0.080714,0.070777,44.8525368,-0.589876,1653,Labottière,17.8,23;82
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,13111,Hôtel de Police,281.4,Bus F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,4581,Hôtel de Police,272.7,A;F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,4582,Hôtel de Police,268.1,A;F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,279,Manège,255.0,1;51
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,8821,Patinoire,195.8,82
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,3269,Préfecture,195.1,82
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,15044,Saint Bruno,14.2,Bus F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,1508,Saint-Bruno - Hôtel de Région,144.6,70;82
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,1929,Saint-Bruno - Hôtel de Région,139.8,1;51
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,2562,Saint-Bruno - Hôtel de Région,45.3,70;82
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,4579,Saint-Bruno - Hôtel de Région,28.2,A;F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,4580,Saint-Bruno - Hôtel de Région,33.7,A;F
Z402CT2,Bordeaux,BOUCLE,3,,,44.8372804,-0.5895563,8714,Saint-Bruno - Hôtel de Région,26.3,Bus F
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,3216,Galerie des Beaux Arts,145.0,15;23;5;N1;N7
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,5621,Galerie des Beaux Arts,110.0,15;2;23;5;N5;N6
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,2444,Gambetta,108.8,15;23;5;N5;N6
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,6447,Gambetta,283.7,15;23;5;N1;N7
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,6701,Gambetta,264.2,2
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9030,Gambetta,196.4,2
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,3759,Gambetta - madd,284.2,B
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,3760,Gambetta - madd,276.8,B
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,4577,Gambetta Mériadeck,144.5,1
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,4860,Gambetta Mériadeck,35.2,2;51
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9193,Gambetta Mériadeck,155.3,1;16;4;70;Bus F;G
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9194,Gambetta Mériadeck,134.9,1;16;2;G;N3
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9825,Gambetta Mériadeck,164.4,4
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9734,Gambetta Mériadeck (Terminus),239.3,70
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,3722,Mériadeck,292.3,A;F
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,3723,Mériadeck,292.4,A;F
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,40,Saint-Seurin,241.1,1;16;51
Z4CT10,Bordeaux,BOUCLE,22,0.072708,0.057515,44.8400909,-0.581801,9191,Saint-Seurin,268.9,16;2;G
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,5621,Galerie des Beaux Arts,274.5,15;2;23;5;N5;N6
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,2444,Gambetta,122.3,15;23;5;N5;N6
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,6447,Gambetta,204.1,15;23;5;N1;N7
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,6701,Gambetta,186.1,2
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,9030,Gambetta,132.3,2
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,3759,Gambetta - madd,295.9,B
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,4577,Gambetta Mériadeck,202.1,1
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,4860,Gambetta Mériadeck,173.5,2;51
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,9193,Gambetta Mériadeck,288.5,1;16;4;70;Bus F;G
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,9194,Gambetta Mériadeck,265.9,1;16;2;G;N3
Z4CT9,Bordeaux,BOUCLE,0,0.068342,0.053155,44.8415523,-0.5821513,9825,Gambetta Mériadeck,216.5,4
