ident,type,zone,commune,code_commune,latitude,longitude,comptage_5m,mesure_timestamp,hpm_val_2022,hps_val_2022,mjo_val_2022,indice_congestion_matin,indice_congestion_soir,donnee_annuelle_disponible
Z23CT16,BOUCLE,23,Le Bouscat,33069,44.8718656,-0.6149731,42,2026-09-25T14:20:00+02:00,455,532,6812,0.066794,0.078097,oui
Z23CT3,BOUCLE,23,Bruges,33075,44.8808416,-0.6283048,63,2026-09-25T14:20:00+02:00,569,760,9984,0.056991,0.076122,oui
Z23CT5,BOUCLE,23,Eysines,33162,44.8869502,-0.6369396,23,2026-09-25T14:20:00+02:00,376,341,5211,0.072155,0.065438,oui
Z13CT7,BOUCLE,13,Le Bouscat,33069,44.8544853,-0.5944385,9,2026-09-25T14:20:00+02:00,270,319,3632,0.074339,0.087830,oui
Z402CT5,BOUCLE,4,Bordeaux,33063,44.8380251,-0.5862987,0,2026-09-25T14:20:00+02:00,,,,,,non
Z4CT7,BOUCLE,4,Bordeaux,33063,44.8390401,-0.5816712,17,2026-09-25T14:20:00+02:00,317,275,5010,0.063273,0.054890,oui
Z4CT19,BOUCLE,4,Bordeaux,33063,44.8400405,-0.5811151,37,2026-09-25T14:20:00+02:00,263,279,4548,0.057828,0.061346,oui
Z4CT8,BOUCLE,4,Bordeaux,33063,44.8413913,-0.5841386,2,2026-09-25T14:20:00+02:00,193,155,2849,0.067743,0.054405,oui
Z4CT11,BOUCLE,4,Bordeaux,33063,44.8429215,-0.5862632,0,2026-09-25T14:20:00+02:00,,,,,,non
Z4CT1,BOUCLE,4,Bordeaux,33063,44.8495081,-0.5752866,11,2026-09-25T14:20:00+02:00,621,507,8889,0.069862,0.057037,oui
Z4CT23,BOUCLE,4,Bordeaux,33063,44.8504125,-0.5746541,31,2026-09-25T14:20:00+02:00,284,357,4908,0.057865,0.072738,oui
Z31CT7,BOUCLE,31,Carbon-Blanc,33096,44.8916556,-0.5161976,24,2026-09-25T14:20:00+02:00,176,727,6400,0.027500,0.113594,oui
Z7CT17,BOUCLE,7,Mérignac,33281,44.8434205,-0.6457896,17,2026-09-25T14:20:00+02:00,139,348,3330,0.041742,0.104505,oui
Z08AS,SIREDO,8,Cenon,33119,44.8537109,-0.5377361,,2014-03-07T10:08:08+01:00,,,,,,non
Z12CT2,BOUCLE,12,Bordeaux,33063,44.8211778,-0.5705049,16,2026-09-25T14:20:00+02:00,280,233,3708,0.075512,0.062837,oui
Z12CT5,BOUCLE,12,Bordeaux,33063,44.8114133,-0.5738273,0,2026-09-25T14:20:00+02:00,,,,,,non
Z12CT12,BOUCLE,12,Bordeaux,33063,44.812962,-0.5616096,60,2026-09-25T14:20:00+02:00,791,689,11224,0.070474,0.061386,oui
Z12CT14,BOUCLE,12,Bordeaux,33063,44.8162528,-0.5658099,26,2026-09-25T14:20:00+02:00,,,,,,non
Z12CT16,BOUCLE,12,Bordeaux,33063,44.8152851,-0.5653311,16,2026-09-25T14:20:00+02:00,384,291,3737,0.102756,0.077870,oui
Z18CT2,BOUCLE,18,Gradignan,33192,44.7704144,-0.6157487,,2012-11-08T16:18:08+01:00,,,,,,non
Z18CT5,BOUCLE,18,Gradignan,33192,44.7745815,-0.6124735,2,2026-09-25T14:20:00+02:00,297,504,5684,0.052252,0.088670,oui
Z24CT11,BOUCLE,24,Mérignac,33281,44.8576251,-0.6617284,76,2026-09-25T14:20:00+02:00,686,953,12816,0.053527,0.074360,oui
Z24CT12,BOUCLE,24,Mérignac,33281,44.8584011,-0.6685073,68,2026-09-25T14:20:00+02:00,775,892,11742,0.066002,0.075967,oui
Z23CE,SIREDO,23,Le Bouscat,33069,44.8756532,-0.6205671,,2012-12-10T09:30:44+01:00,,,,,,non
Z29DS,SIREDO,29,Cenon,33119,44.8532304,-0.5067709,,2012-12-10T09:37:16+01:00,,,,,,non
Z29CE,SIREDO,29,Cenon,33119,44.8459198,-0.534449,,2012-12-10T09:43:28+01:00,1792,1306,17405,0.102959,0.075036,oui
Z29BS,SIREDO,29,Bordeaux,33063,44.8436863,-0.5406813,,2012-12-10T09:46:04+01:00,,,,,,non
Z14BS,SIREDO,14,Bordeaux,33063,44.8712512,-0.5631348,,2012-12-10T09:55:28+01:00,,,,,,non
Z14BE,SIREDO,14,Bordeaux,33063,44.8712964,-0.5631789,,2012-12-10T09:55:44+01:00,,,,,,non
Z20AE,SIREDO,20,Bordeaux,33063,44.8566941,-0.6189075,,2012-12-10T10:06:36+01:00,429,525,6198,0.069216,0.084705,oui
Z20AS,SIREDO,20,Bordeaux,33063,44.8564609,-0.6180207,,2012-12-10T10:07:16+01:00,345,470,5579,0.061839,0.084244,oui
Z22DS,SIREDO,22,Lormont,33249,44.8815511,-0.5169677,,2012-12-10T10:27:28+01:00,,,,,,non
Z21AE,SIREDO,21,Le Bouscat,33069,44.8634234,-0.6032041,,2012-12-18T15:21:56+01:00,,,,,,non
Z21AS,SIREDO,21,Le Bouscat,33069,44.863437,-0.6031557,,2012-12-18T15:22:12+01:00,,,,,,non
Z21CS,SIREDO,21,Le Bouscat,33069,44.8596066,-0.5923304,,2012-12-18T15:32:56+01:00,243,385,4100,0.059268,0.093902,oui
Z21DS,SIREDO,21,Le Bouscat,33069,44.8662544,-0.5904025,,2012-12-18T15:39:36+01:00,,,,,,non
Z25CT17,BOUCLE,25,Bordeaux,33063,44.8823121,-0.5699045,0,2026-09-25T14:20:00+02:00,80,186,1990,0.040201,0.093467,oui
Z15CT14,BOUCLE,15,Bordeaux,33063,44.8537514,-0.5710787,21,2026-09-25T14:20:00+02:00,194,196,2881,0.067338,0.068032,oui
Z30GS,SIREDO,30,Mérignac,33281,44.8122853,-0.6967073,,2020-05-04T14:48:39+02:00,858,1124,12788,0.067094,0.087895,oui
Z35AS,SIREDO,35,Ambarès-et-Lagrave,33003,44.9167635,-0.481884,,2021-05-19T15:31:31+02:00,355,996,11616,0.030561,0.085744,oui
Z16CT12,BOUCLE,16,Pessac,33318,44.7940224,-0.6358201,13,2026-09-25T14:20:00+02:00,164,245,2400,0.068333,0.102083,oui
Z3CT21,BOUCLE,3,Bordeaux,33063,44.8289713,-0.5643712,29,2026-09-25T14:20:00+02:00,,,,,,non
Z5CT5,BOUCLE,5,Bègles,33039,44.8214049,-0.5401155,36,2026-09-25T14:20:00+02:00,,,,,,non
