collected_at,feed_timestamp,entity_id,trip_id,route_id,direction_id,stop_id,stop_sequence,arrival_delay_seconds,departure_delay_seconds
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,1527,16,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,2296,17,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,6424,18,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,5986,19,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,6425,20,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,5984,21,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,115,22,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,2836,23,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,805,24,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,9866,25,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,3458,26,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,3456,27,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,3455,28,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,3453,29,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,1306,30,-16,-16
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,3465,31,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,154,32,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,652,33,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,5222,34,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,1562,35,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,1601,36,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438905_25|b_268438905,b_268438905_25,32,0,5220,37,-15,-15
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2852,1,-601,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,5290,2,1,1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,954,3,1,1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1341,4,1,1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1006,5,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2567,6,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,633,7,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2817,8,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,514,9,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,109,10,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2782,11,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1238,12,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2783,13,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2784,14,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2785,15,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2786,16,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,5525,17,-1,-1
